사업부(조정),부서명,대분류,중분류,소분류,합계 : 202401,합계 : 202402,합계 : 202403,합계 : 202404,합계 : 202405,합계 : 202406,합계 : 202407,합계 : 202408,합계 : 202409,합계 : 202411,합계 : 202410,합계 : 202412
공통,유통MD,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,"7,821.00",0.00,0.00,0.00,0.00,0.00,0.00,"19,740.00"
공통,유통MD,복리후생비,식대,복리후생비_식대,0.00,0.00,0.00,0.00,0.00,0.00,400.00,0.00,0.00,0.00,0.00,0.00
공통,인사,감가상각비,비품,감가상각비_기계장치,"1,207.33","1,207.31","1,207.34","1,207.30",936.98,801.78,801.82,801.78,801.79,801.79,801.80,571.15
공통,인사,감가상각비,소프트웨어,감가상각비_소프트웨어,"1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09","1,814.09"
공통,인사,기타,물류비,지급수수료_퀵서비스,165.19,297.00,642.64,148.30,68.77,119.28,103.47,96.99,69.96,63.57,88.60,82.68
공통,인사,기타,시내교통비,여비교통비_시내교통비,318.31,773.72,449.25,-19.96,0.00,0.00,0.00,783.55,313.42,854.75,754.64,682.71
공통,인사,기타,접대비,접대비,716.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,인사,기타,통신비,통신비,257.39,128.80,129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,인사,복리후생비,공적금,복리후생비_공적금,"15,457.00","15,457.00","15,457.00","15,457.00","15,457.00","15,457.00","15,457.00","19,242.00","16,741.00","16,741.00","16,741.00","16,741.00"
공통,인사,복리후생비,기타 복리후생비,복리후생비_복리,"1,834,812.97","505,376.62","297,343.51","25,500.05","15,397.00","251,950.00","6,368.07","8,204.00","298,786.00","229,780.30","208,418.98","775,609.51"
공통,인사,복리후생비,보험료,보험료,0.00,0.00,0.00,0.00,"265,100.00","253,566.64",0.00,0.00,0.00,0.00,0.00,0.00
공통,인사,복리후생비,보험료,보험료_장애인보험료,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"16,457.20",0.00,0.00,0.00
공통,인사,복리후생비,사회보험,복리후생비_사회보험,"37,570.91","37,570.91","37,570.91","34,762.49","36,166.70","36,166.70","36,166.70","44,009.04","38,785.65","38,785.65","38,785.65","38,785.65"
공통,인사,복리후생비,식대,복리후생비_식대,0.00,376.00,183.00,477.60,0.00,0.00,0.00,0.00,0.00,0.00,80.00,0.00
공통,인사,인건비,"급여,성과급",인건비,"175,847.78","296,742.45","332,065.46","199,397.47","199,397.47","199,397.47","191,390.20","184,597.00","187,687.52","187,687.52","187,687.52","187,687.52"
공통,인사,지급수수료,지급수수료(중),지급수수료_지급용역료,"58,798.44","14,154.38","34,959.60","12,615.35","89,012.11","113,897.42","41,154.77","69,209.41","83,038.28","119,332.47","20,927.80","631,543.63"
공통,인테리어,기타,물류비,지급수수료_퀵서비스,261.51,136.32,23.30,220.38,269.53,53.06,659.92,794.77,635.23,91.62,116.30,119.92
공통,인테리어,기타,사무용품비,소모품비_사무용품,"3,300.00","1,100.00",0.00,0.00,0.00,0.00,0.00,"1,800.20",0.00,0.00,0.00,"3,506.02"
공통,인테리어,기타,시내교통비,여비교통비_시내교통비,"6,909.25","4,341.08","3,900.62","6,070.47","5,923.62","5,623.44",0.00,"9,979.21","5,310.43","6,369.31","7,900.02","10,503.70"
공통,인테리어,기타,접대비,접대비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,인테리어,기타,통신비,통신비,150.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,인테리어,복리후생비,기타 복리후생비,복리후생비_복리,"4,169.00",0.00,"4,059.00",450.00,0.00,0.00,0.00,0.00,0.00,"17,000.00","1,347.00",0.00
공통,인테리어,복리후생비,보험료,보험료,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,인테리어,복리후생비,식대,복리후생비_식대,560.00,530.68,0.00,520.00,0.00,680.00,40.00,600.00,160.00,"1,200.00",120.00,"2,327.00"
공통,인테리어,복리후생비,주재원,복리후생비_외국인직원복리,"112,506.09","117,818.70","115,286.29","148,839.89","109,090.43","80,163.20","112,052.51","162,450.87","123,775.18","132,283.28","150,701.38","137,277.40"
공통,인테리어,지급수수료,VMD,소모품비_매장소모품,"1,700.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,인테리어,지급수수료,지급수수료(중),지급수수료_지급용역료,"171,785.00","1,034,000.00","80,000.00","348,100.00","363,800.00","186,600.00","130,500.00","63,178.00","65,300.00","209,763.00","53,720.00","180,015.50"
공통,재무,감가상각비,비품,감가상각비_기계장치,"2,071.17","2,071.15","1,935.98","1,935.96","1,665.65","1,665.62","1,665.62","1,665.63","1,441.96","1,441.98","1,441.94","1,441.94"
공통,재무,감가상각비,소프트웨어,감가상각비_소프트웨어,"2,888.05","2,888.05","2,888.04","2,888.04","2,888.06","2,888.05","2,888.05","2,888.05","2,888.04","2,888.05","2,888.05","2,888.04"
공통,재무,기타,교육훈련비,지급수수료_교육훈련비,0.00,"55,000.00",45.00,45.00,0.00,0.00,0.00,45.00,0.00,0.00,0.00,0.00
공통,재무,기타,물류비,지급수수료_퀵서비스,549.81,762.08,444.15,588.07,451.79,431.49,331.40,343.94,501.06,442.30,589.43,465.38
공통,재무,기타,사무용품비,소모품비_사무용품,"4,685.84",395.40,"-4,441.30",0.00,800.00,150.00,94.34,797.37,"3,649.00",0.00,0.00,"2,074.34"
공통,재무,기타,시내교통비,여비교통비_시내교통비,"1,959.40","1,749.39","1,019.94",438.29,"1,280.72",285.99,413.50,300.37,"1,665.85","1,496.72","1,739.78","5,264.92"
공통,재무,기타,접대비,접대비,0.00,"2,000.00","5,908.00",94.00,0.00,0.00,0.00,0.00,580.00,0.00,"1,988.00","28,344.00"
공통,재무,기타,통신비,통신비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.43,0.00,9.81
공통,재무,복리후생비,공적금,복리후생비_공적금,"29,103.00","29,103.00","29,103.00","28,083.00","28,083.00","32,163.00","33,123.00","43,261.00","38,192.00","37,232.00","38,192.00","37,232.00"
공통,재무,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,0.00,0.00,"3,105.00","4,290.00",639.00,0.00,0.00,0.00,"7,066.06"
공통,재무,복리후생비,사회보험,복리후생비_사회보험,"65,242.10","65,242.10","65,242.10","57,786.12","60,614.43","69,371.47","71,431.95","92,574.77","82,003.36","79,950.56","82,003.36","79,950.56"
공통,재무,복리후생비,식대,복리후생비_식대,417.51,80.00,0.00,79.30,0.00,0.00,320.00,200.00,40.00,120.00,440.00,"6,655.00"
공통,재무,세금과공과,부가세,세금과공과,"2,814,012.69",0.00,0.00,0.00,"1,840,572.09","1,321,000.39","626,454.42",0.01,"1,231,816.91","178,693.50","74,333.57","2,340,297.63"
공통,재무,세금과공과,인화세,세금과공과_인화세,"341,390.79","176,976.61","221,101.00","165,506.31","115,702.45","132,401.88","259,114.55","287,723.80","325,602.66","153,217.76","224,282.96","268,653.01"
공통,재무,인건비,"급여,성과급",인건비,"360,598.93","594,814.52","290,512.50","385,657.67","427,473.76","419,999.47","428,485.25","424,535.67","432,299.13","419,657.67","429,944.95","431,427.79"
공통,재무,인건비,"파트타임,인턴",노무비,"2,041.94","3,402.57","2,193.12",0.00,0.00,"1,134.86","1,134.86","1,437.22","2,193.12","1,437.22","1,286.04",681.32
공통,재무,지급수수료,지급수수료(중),지급수수료_지급용역료,"60,900.74","30,113.55","303,820.11","38,491.54","53,219.78","332,577.52","45,376.30","40,385.17","333,353.73","46,052.86","61,748.32","334,025.58"
공통,재무,출장비,국내출장비,여비교통비_국내출장비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-6.11,0.00,0.00,0.00
공통,총무,감가상각비,비품,감가상각비_공기구비품,"8,320.29","8,320.30","8,320.28","8,746.65","8,746.67","8,746.65","9,079.60","9,079.58","9,079.67","9,079.66","9,079.55","9,079.62"
공통,총무,감가상각비,비품,감가상각비_기계장치,"2,029.97","2,029.95","2,029.96","2,029.97","2,029.98","1,759.59","1,459.74","1,288.91",491.86,326.10,326.11,326.12
공통,총무,감가상각비,인테리어,감가상각비_인테리어,"224,110.92","224,110.93","224,110.92","224,110.92","224,110.93","224,110.93","226,086.09","255,498.03","261,748.05","261,748.03","261,748.05","106,414.19"
공통,총무,기타,물류비,지급수수료_운송비,0.00,0.00,"1,400.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,총무,기타,물류비,지급수수료_퀵서비스,42.57,726.32,32.26,0.00,64.53,33.51,87.96,50.26,16.75,33.51,50.26,116.75
공통,총무,기타,사무용품비,소모품비_사무용품,"31,402.54","20,015.19","35,705.45","24,423.84","27,376.59","13,988.42","20,726.46","23,290.50","25,153.40","23,247.19","15,313.44","13,940.98"
공통,총무,기타,시내교통비,여비교통비_시내교통비,"1,925.28","1,442.73",523.15,51.50,-4.75,388.68,0.00,259.43,279.81,102.20,45.39,326.91
공통,총무,기타,통신비,통신비,"1,211.27","1,253.78","1,215.88","1,255.33","7,788.55","1,244.78","1,351.17","1,304.52",0.00,"1,378.29",0.00,"1,389.70"
공통,총무,복리후생비,공적금,복리후생비_공적금,"6,240.00","6,240.00","7,176.00","5,914.00","4,956.00","4,956.00","4,956.00","4,980.00","4,968.00","4,968.00","4,968.00","4,968.00"
공통,총무,복리후생비,기타 복리후생비,복리후생비_복리,0.00,0.00,0.00,"26,969.04","76,205.60","55,783.07","134,468.77","59,595.58","62,869.72","87,729.94","67,611.43","53,558.60"
공통,총무,복리후생비,사회보험,복리후생비_사회보험,"17,337.85","21,925.75","21,565.71","17,637.13","16,188.58","16,188.58","16,188.58","18,338.40","18,341.15","18,341.15","18,341.15","18,341.15"
공통,총무,복리후생비,식대,복리후생비_식대,40.00,708.50,160.00,66.60,0.00,0.00,360.00,0.00,160.00,0.00,0.00,140.00
공통,총무,인건비,"급여,성과급",인건비,"70,528.00","104,537.69","50,471.69","80,735.08","56,760.00","56,760.00","56,760.00","56,741.64","56,760.00","56,760.00","56,760.00","56,760.00"
공통,총무,인건비,"파트타임,인턴",노무비,"53,479.68","36,432.69","40,488.26","36,629.14","36,567.12","36,685.65","34,739.91","38,209.24","36,407.71","37,709.67","40,022.14","38,454.12"
공통,총무,임차료,관리비,지급임차료_관리비,"163,306.98","163,306.98","163,306.98","163,306.98","163,306.98","163,306.98","163,306.98","176,733.28","176,733.28","176,733.28","170,811.00","176,733.28"
공통,총무,임차료,수도광열비,수도광열비,"11,403.92","13,628.41","13,952.54","9,939.56","11,453.07","11,952.24","11,178.05","11,237.33","17,971.35","12,955.87","17,642.67","12,782.76"
공통,총무,임차료,임차료,지급임차료_임차료,"1,078,797.95","1,351,119.82","1,351,119.82","1,351,119.82","1,351,119.82","1,351,119.82","1,351,119.82","1,351,119.82","1,351,119.82","1,416,110.33","1,467,401.87","1,485,693.28"
공통,총무,지급수수료,지급수수료(중),지급수수료_지급용역료,459.91,283.01,874.99,"16,500.91","2,254.71","1,322.56","29,331.15","3,074.98","1,494.09","3,589.47","14,205.51",141.51
공통,총무,지급수수료,창고사용료,지급수수료_창고사용료,0.00,0.00,"2,900.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
공통,총무,차량유지비,차량유지비,차량유지비,"51,963.77","50,627.63","42,841.92","51,612.32","48,908.45","45,928.21","52,411.26","47,967.08","50,684.45","46,197.17","48,912.67","46,323.73"
공통,총무,출장비,국내출장비,여비교통비_국내출장비,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
